,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,track_name,error
131,0.456,0.899,7.0,-3.799,1.0,0.0636,0.00268,0.0,0.215,0.528,175.054,audio_features,64WvIOjnquE5dasQ7Kb7Bs,spotify:track:64WvIOjnquE5dasQ7Kb7Bs,https://api.spotify.com/v1/tracks/64WvIOjnquE5dasQ7Kb7Bs,https://api.spotify.com/v1/audio-analysis/64WvIOjnquE5dasQ7Kb7Bs,169680.0,4.0,All Time Low,Vegas,
132,0.497,0.923,2.0,-4.512,1.0,0.138,0.00282,0.0,0.158,0.663,181.074,audio_features,0aZJGkkXR3DgaFqo5sB8ot,spotify:track:0aZJGkkXR3DgaFqo5sB8ot,https://api.spotify.com/v1/tracks/0aZJGkkXR3DgaFqo5sB8ot,https://api.spotify.com/v1/audio-analysis/0aZJGkkXR3DgaFqo5sB8ot,198000.0,4.0,All Time Low,Weightless,
133,0.57,0.923,7.0,-5.897,1.0,0.0539,0.184,0.0,0.344,0.573,122.085,audio_features,760Rlwa48E5rJDiLvyRKWE,spotify:track:760Rlwa48E5rJDiLvyRKWE,https://api.spotify.com/v1/tracks/760Rlwa48E5rJDiLvyRKWE,https://api.spotify.com/v1/audio-analysis/760Rlwa48E5rJDiLvyRKWE,264146.0,4.0,All Too Much,More Than A Friend,
134,0.621,0.852,5.0,-3.167,0.0,0.0385,0.0594,2.34e-05,0.349,0.622,79.993,audio_features,7MjbsO0p4zGyuM9xSnEcF9,spotify:track:7MjbsO0p4zGyuM9xSnEcF9,https://api.spotify.com/v1/tracks/7MjbsO0p4zGyuM9xSnEcF9,https://api.spotify.com/v1/audio-analysis/7MjbsO0p4zGyuM9xSnEcF9,183326.0,4.0,Allie X,Can't Stop Now,
135,0.745,0.839,11.0,-3.849,0.0,0.113,0.173,0.0,0.125,0.744,109.983,audio_features,18L5VERD6h5q6PVjQAVVa2,spotify:track:18L5VERD6h5q6PVjQAVVa2,https://api.spotify.com/v1/tracks/18L5VERD6h5q6PVjQAVVa2,https://api.spotify.com/v1/audio-analysis/18L5VERD6h5q6PVjQAVVa2,226043.0,4.0,Allie X,Casanova,
136,0.51,0.536,1.0,-5.988,1.0,0.0399,0.0217,7.29e-06,0.0869,0.384,90.763,audio_features,4GSqiK9YdVNhilXMFtCiQB,spotify:track:4GSqiK9YdVNhilXMFtCiQB,https://api.spotify.com/v1/tracks/4GSqiK9YdVNhilXMFtCiQB,https://api.spotify.com/v1/audio-analysis/4GSqiK9YdVNhilXMFtCiQB,172880.0,4.0,Allie X,Devil I Know,
137,0.551,0.559,9.0,-5.897,0.0,0.0882,0.262,6.37e-05,0.123,0.412,85.063,audio_features,59OLI17MahTupGhjyxaslJ,spotify:track:59OLI17MahTupGhjyxaslJ,https://api.spotify.com/v1/tracks/59OLI17MahTupGhjyxaslJ,https://api.spotify.com/v1/audio-analysis/59OLI17MahTupGhjyxaslJ,236046.0,4.0,Allie X,Fresh Laundry,
138,0.564,0.934,7.0,-2.78,1.0,0.0584,0.00883,2.01e-06,0.0765,0.42,109.039,audio_features,2994N2DpvyCy4gIRS06wLb,spotify:track:2994N2DpvyCy4gIRS06wLb,https://api.spotify.com/v1/tracks/2994N2DpvyCy4gIRS06wLb,https://api.spotify.com/v1/audio-analysis/2994N2DpvyCy4gIRS06wLb,224083.0,4.0,Allie X,Girl Of The Year,
139,0.63,0.815,9.0,-2.752,1.0,0.0351,0.0128,1.2e-05,0.114,0.515,140.0,audio_features,47fsBEXAmXzJILc1B9dqIb,spotify:track:47fsBEXAmXzJILc1B9dqIb,https://api.spotify.com/v1/tracks/47fsBEXAmXzJILc1B9dqIb,https://api.spotify.com/v1/audio-analysis/47fsBEXAmXzJILc1B9dqIb,228293.0,4.0,Allie X,HELLO,
140,0.618,0.83,9.0,-4.016,1.0,0.0575,0.0794,0.0,0.123,0.245,119.999,audio_features,5Iylu9FEarJW7j3VXJO7UN,spotify:track:5Iylu9FEarJW7j3VXJO7UN,https://api.spotify.com/v1/tracks/5Iylu9FEarJW7j3VXJO7UN,https://api.spotify.com/v1/audio-analysis/5Iylu9FEarJW7j3VXJO7UN,226000.0,4.0,Allie X,Last Xmas,
141,0.573,0.509,0.0,-6.42,0.0,0.0492,0.133,0.000129,0.0965,0.394,171.938,audio_features,4N2GQRLa4QgCLyGCWUQdT5,spotify:track:4N2GQRLa4QgCLyGCWUQdT5,https://api.spotify.com/v1/tracks/4N2GQRLa4QgCLyGCWUQdT5,https://api.spotify.com/v1/audio-analysis/4N2GQRLa4QgCLyGCWUQdT5,228413.0,4.0,Allie X,Learning in Public,
142,0.592,0.659,7.0,-6.349,0.0,0.129,0.0499,0.0,0.119,0.443,105.031,audio_features,5zGUGwksK9k9eymOzMphq3,spotify:track:5zGUGwksK9k9eymOzMphq3,https://api.spotify.com/v1/tracks/5zGUGwksK9k9eymOzMphq3,https://api.spotify.com/v1/audio-analysis/5zGUGwksK9k9eymOzMphq3,211280.0,4.0,Allie X,Life of the Party,
143,0.525,0.755,11.0,-5.288,1.0,0.132,0.002,1.13e-05,0.287,0.672,196.045,audio_features,6zWhMT3KpLOQ8eHQjiR7UO,spotify:track:6zWhMT3KpLOQ8eHQjiR7UO,https://api.spotify.com/v1/tracks/6zWhMT3KpLOQ8eHQjiR7UO,https://api.spotify.com/v1/audio-analysis/6zWhMT3KpLOQ8eHQjiR7UO,188115.0,4.0,Allie X,Little Things,
144,0.414,0.544,2.0,-6.786,0.0,0.0306,0.549,0.000433,0.136,0.326,114.694,audio_features,1Sg3KY4IJeqUjYeAsYLuRF,spotify:track:1Sg3KY4IJeqUjYeAsYLuRF,https://api.spotify.com/v1/tracks/1Sg3KY4IJeqUjYeAsYLuRF,https://api.spotify.com/v1/audio-analysis/1Sg3KY4IJeqUjYeAsYLuRF,210427.0,4.0,Allie X,Madame X,
145,0.474,0.498,5.0,-7.386,0.0,0.0263,0.158,0.000183,0.262,0.337,145.989,audio_features,64Qag843DEJ8kq9OK352vh,spotify:track:64Qag843DEJ8kq9OK352vh,https://api.spotify.com/v1/tracks/64Qag843DEJ8kq9OK352vh,https://api.spotify.com/v1/audio-analysis/64Qag843DEJ8kq9OK352vh,170749.0,4.0,Allie X,Not So Bad In LA,
146,0.732,0.667,6.0,-6.62,1.0,0.0391,0.032,0.000574,0.111,0.521,114.965,audio_features,2N9pECqK6IWg5XMFstXQWA,spotify:track:2N9pECqK6IWg5XMFstXQWA,https://api.spotify.com/v1/tracks/2N9pECqK6IWg5XMFstXQWA,https://api.spotify.com/v1/audio-analysis/2N9pECqK6IWg5XMFstXQWA,221783.0,4.0,Allie X,Regulars,
147,0.683,0.7,0.0,-4.729,1.0,0.0354,0.0727,0.0,0.128,0.451,115.056,audio_features,0178e3xmFBH9dboFXVeNya,spotify:track:0178e3xmFBH9dboFXVeNya,https://api.spotify.com/v1/tracks/0178e3xmFBH9dboFXVeNya,https://api.spotify.com/v1/audio-analysis/0178e3xmFBH9dboFXVeNya,213173.0,4.0,Allie X,Sarah Come Home,
148,0.575,0.81,6.0,-4.381,0.0,0.0381,0.00173,1.12e-06,0.203,0.5,159.953,audio_features,6OteeaJa1FSjBA6o1Ixwfq,spotify:track:6OteeaJa1FSjBA6o1Ixwfq,https://api.spotify.com/v1/tracks/6OteeaJa1FSjBA6o1Ixwfq,https://api.spotify.com/v1/audio-analysis/6OteeaJa1FSjBA6o1Ixwfq,235880.0,4.0,Allie X,Science,
149,0.434,0.746,7.0,-5.129,0.0,0.0335,0.013,0.0,0.541,0.295,79.635,audio_features,3iwSxXYrBCTCJiEZNoRhKF,spotify:track:3iwSxXYrBCTCJiEZNoRhKF,https://api.spotify.com/v1/tracks/3iwSxXYrBCTCJiEZNoRhKF,https://api.spotify.com/v1/audio-analysis/3iwSxXYrBCTCJiEZNoRhKF,247560.0,4.0,Allie X,Science - Analog Version,
150,0.554,0.751,7.0,-6.233,0.0,0.0491,0.124,0.0,0.117,0.258,79.959,audio_features,24LrLdNTMDEd2mqGjkhTvP,spotify:track:24LrLdNTMDEd2mqGjkhTvP,https://api.spotify.com/v1/tracks/24LrLdNTMDEd2mqGjkhTvP,https://api.spotify.com/v1/audio-analysis/24LrLdNTMDEd2mqGjkhTvP,237000.0,4.0,Allie X,Science - Digital Concert,
151,0.724,0.757,5.0,-5.978,0.0,0.0568,0.0474,0.000533,0.601,0.35,98.025,audio_features,7ktS8xxspFseXxQecbg5Ll,spotify:track:7ktS8xxspFseXxQecbg5Ll,https://api.spotify.com/v1/tracks/7ktS8xxspFseXxQecbg5Ll,https://api.spotify.com/v1/audio-analysis/7ktS8xxspFseXxQecbg5Ll,229027.0,4.0,Allie X,Super Duper Party People,
152,0.401,0.448,1.0,-18.845,1.0,0.0559,0.884,0.859,0.372,0.0655,141.578,audio_features,2zvCuYrYAgliJkb4oEhnW3,spotify:track:2zvCuYrYAgliJkb4oEhnW3,https://api.spotify.com/v1/tracks/2zvCuYrYAgliJkb4oEhnW3,https://api.spotify.com/v1/audio-analysis/2zvCuYrYAgliJkb4oEhnW3,37000.0,4.0,Allie X,Super Sunset Interlude,
153,0.707,0.63,10.0,-6.545,1.0,0.0334,0.0497,3.15e-06,0.116,0.727,96.003,audio_features,6ZL81xHZNBRYM7MO3tiVTP,spotify:track:6ZL81xHZNBRYM7MO3tiVTP,https://api.spotify.com/v1/tracks/6ZL81xHZNBRYM7MO3tiVTP,https://api.spotify.com/v1/audio-analysis/6ZL81xHZNBRYM7MO3tiVTP,215191.0,4.0,Allie X,That's So Us,
154,0.775,0.84,2.0,-3.668,1.0,0.0734,0.24,0.0,0.288,0.593,94.975,audio_features,2zyiX6kGbMGSJu68xkddsn,spotify:track:2zyiX6kGbMGSJu68xkddsn,https://api.spotify.com/v1/tracks/2zyiX6kGbMGSJu68xkddsn,https://api.spotify.com/v1/audio-analysis/2zyiX6kGbMGSJu68xkddsn,213293.0,4.0,Alphabeat,Chess,
155,0.5,0.889,11.0,-4.541,1.0,0.0676,0.0014,0.0,0.0781,0.428,132.713,audio_features,7vOjTY220BqIttYDbwshED,spotify:track:7vOjTY220BqIttYDbwshED,https://api.spotify.com/v1/tracks/7vOjTY220BqIttYDbwshED,https://api.spotify.com/v1/audio-analysis/7vOjTY220BqIttYDbwshED,175920.0,4.0,Aly & AJ,Chemicals React - Remix,
156,0.616,0.607,11.0,-6.899,0.0,0.0533,0.0109,5.15e-06,0.0999,0.147,107.872,audio_features,39QUD9ZVO0yyzi3q6CEWUA,spotify:track:39QUD9ZVO0yyzi3q6CEWUA,https://api.spotify.com/v1/tracks/39QUD9ZVO0yyzi3q6CEWUA,https://api.spotify.com/v1/audio-analysis/39QUD9ZVO0yyzi3q6CEWUA,194613.0,4.0,Aly & AJ,Church,
157,0.649,0.807,9.0,-6.482,0.0,0.0348,0.00283,5.09e-05,0.0434,0.462,119.994,audio_features,7cYLxxt7szZ5tkOPVWZyfO,spotify:track:7cYLxxt7szZ5tkOPVWZyfO,https://api.spotify.com/v1/tracks/7cYLxxt7szZ5tkOPVWZyfO,https://api.spotify.com/v1/audio-analysis/7cYLxxt7szZ5tkOPVWZyfO,206867.0,4.0,Aly & AJ,Joan of Arc on the Dance Floor,
158,0.531,0.777,6.0,-3.22,1.0,0.0441,0.00696,0.000265,0.244,0.63,145.051,audio_features,3XHIF61VnQiLTAGAfId6L9,spotify:track:3XHIF61VnQiLTAGAfId6L9,https://api.spotify.com/v1/tracks/3XHIF61VnQiLTAGAfId6L9,https://api.spotify.com/v1/audio-analysis/3XHIF61VnQiLTAGAfId6L9,197493.0,4.0,Aly & AJ,Like It or Leave It,
159,0.572,0.89,6.0,-4.139,0.0,0.039,0.00082,0.00937,0.564,0.765,158.038,audio_features,11dxtPJKR4E0wlSr0A0t47,spotify:track:11dxtPJKR4E0wlSr0A0t47,https://api.spotify.com/v1/tracks/11dxtPJKR4E0wlSr0A0t47,https://api.spotify.com/v1/audio-analysis/11dxtPJKR4E0wlSr0A0t47,219773.0,4.0,Aly & AJ,Potential Breakup Song,
160,0.609,0.645,7.0,-4.733,1.0,0.0305,0.0495,0.0,0.0824,0.357,84.985,audio_features,32WEg4hh9ndfvairRKwnod,spotify:track:32WEg4hh9ndfvairRKwnod,https://api.spotify.com/v1/tracks/32WEg4hh9ndfvairRKwnod,https://api.spotify.com/v1/audio-analysis/32WEg4hh9ndfvairRKwnod,204973.0,4.0,Amel Bent,Ma chance,
161,0.752,0.724,4.0,-3.591,0.0,0.114,0.205,0.0,0.124,0.45,100.01,audio_features,1HOtCYTuOCISpTn9cW6fcz,spotify:track:1HOtCYTuOCISpTn9cW6fcz,https://api.spotify.com/v1/tracks/1HOtCYTuOCISpTn9cW6fcz,https://api.spotify.com/v1/audio-analysis/1HOtCYTuOCISpTn9cW6fcz,203227.0,4.0,Amel Bent,Ma philosophie,
162,0.612,0.961,10.0,-3.078,0.0,0.333,0.107,4.17e-05,0.0413,0.867,129.873,audio_features,1mnqraQ8oV8MX92rdOFLWW,spotify:track:1mnqraQ8oV8MX92rdOFLWW,https://api.spotify.com/v1/tracks/1mnqraQ8oV8MX92rdOFLWW,https://api.spotify.com/v1/audio-analysis/1mnqraQ8oV8MX92rdOFLWW,238760.0,5.0,Amerie,1 Thing,
163,0.551,0.811,3.0,-5.044,1.0,0.035,0.0132,0.0,0.691,0.651,123.986,audio_features,54vtz2MeGYtbvOG440hsYQ,spotify:track:54vtz2MeGYtbvOG440hsYQ,https://api.spotify.com/v1/tracks/54vtz2MeGYtbvOG440hsYQ,https://api.spotify.com/v1/audio-analysis/54vtz2MeGYtbvOG440hsYQ,195973.0,4.0,Amir,On dirait,
164,0.407,0.558,0.0,-13.609,1.0,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,audio_features,3N4DI1vuTSX1tz7fa2NQZw,spotify:track:3N4DI1vuTSX1tz7fa2NQZw,https://api.spotify.com/v1/tracks/3N4DI1vuTSX1tz7fa2NQZw,https://api.spotify.com/v1/audio-analysis/3N4DI1vuTSX1tz7fa2NQZw,214947.0,4.0,Amy Winehouse,Rehab,
165,0.475,0.732,8.0,-4.774,0.0,0.0408,0.00511,4.41e-06,0.193,0.485,146.05,audio_features,1noI9Qmkg7WShDX2qKrzxf,spotify:track:1noI9Qmkg7WShDX2qKrzxf,https://api.spotify.com/v1/tracks/1noI9Qmkg7WShDX2qKrzxf,https://api.spotify.com/v1/audio-analysis/1noI9Qmkg7WShDX2qKrzxf,236253.0,4.0,Ana Johnsson,We Are,
166,0.724,0.854,11.0,-2.779,1.0,0.0997,0.0603,0.0,0.0805,0.88,98.056,audio_features,21hbZ0yllYOoXEbiFDYMSI,spotify:track:21hbZ0yllYOoXEbiFDYMSI,https://api.spotify.com/v1/tracks/21hbZ0yllYOoXEbiFDYMSI,https://api.spotify.com/v1/audio-analysis/21hbZ0yllYOoXEbiFDYMSI,157360.0,4.0,Anarbor,18,
167,0.427,0.882,5.0,-3.656,1.0,0.0598,0.00249,2.55e-05,0.317,0.5,148.973,audio_features,5NvywB33jP0HE6jIX7crbd,spotify:track:5NvywB33jP0HE6jIX7crbd,https://api.spotify.com/v1/tracks/5NvywB33jP0HE6jIX7crbd,https://api.spotify.com/v1/audio-analysis/5NvywB33jP0HE6jIX7crbd,196827.0,4.0,And We Danced,Goodnight Toronto,
168,0.867,0.463,6.0,-7.738,0.0,0.0823,0.522,7.46e-06,0.0919,0.833,97.077,audio_features,1hmpTEmC1lIrcK7Jtxssj0,spotify:track:1hmpTEmC1lIrcK7Jtxssj0,https://api.spotify.com/v1/tracks/1hmpTEmC1lIrcK7Jtxssj0,https://api.spotify.com/v1/audio-analysis/1hmpTEmC1lIrcK7Jtxssj0,214903.0,4.0,Andie Case,Attention (Female Perspective),
169,0.37,0.273,4.0,-8.705,0.0,0.0367,0.946,3.25e-05,0.114,0.294,64.686,audio_features,4aYRqKIdN8605wm4p3tGNa,spotify:track:4aYRqKIdN8605wm4p3tGNa,https://api.spotify.com/v1/tracks/4aYRqKIdN8605wm4p3tGNa,https://api.spotify.com/v1/audio-analysis/4aYRqKIdN8605wm4p3tGNa,317672.0,4.0,Andrea Bocelli,Caruso,
170,0.241,0.367,7.0,-7.95,1.0,0.0311,0.844,0.00279,0.0873,0.302,135.267,audio_features,7zrpoAJte9o12TzawqgdD0,spotify:track:7zrpoAJte9o12TzawqgdD0,https://api.spotify.com/v1/tracks/7zrpoAJte9o12TzawqgdD0,https://api.spotify.com/v1/audio-analysis/7zrpoAJte9o12TzawqgdD0,250984.0,5.0,Andrea Bocelli,Con te partirò,
171,0.37,0.273,4.0,-8.705,0.0,0.0367,0.946,3.25e-05,0.114,0.294,64.686,audio_features,4aYRqKIdN8605wm4p3tGNa,spotify:track:4aYRqKIdN8605wm4p3tGNa,https://api.spotify.com/v1/tracks/4aYRqKIdN8605wm4p3tGNa,https://api.spotify.com/v1/audio-analysis/4aYRqKIdN8605wm4p3tGNa,317672.0,4.0,Andrea Bocelli,Il Mare Calmo Della Sera,
172,0.412,0.485,2.0,-6.67,1.0,0.0357,0.786,0.0,0.0973,0.227,148.119,audio_features,16iNoDVdwcvB3VK2K16D9L,spotify:track:16iNoDVdwcvB3VK2K16D9L,https://api.spotify.com/v1/tracks/16iNoDVdwcvB3VK2K16D9L,https://api.spotify.com/v1/audio-analysis/16iNoDVdwcvB3VK2K16D9L,271850.0,4.0,Andrea Bocelli,La luna che non c'e,
173,0.71,0.292,1.0,-10.782,1.0,0.0279,0.497,0.000994,0.0918,0.452,83.042,audio_features,3lClb2rla8Gpt1diyi6OWX,spotify:track:3lClb2rla8Gpt1diyi6OWX,https://api.spotify.com/v1/tracks/3lClb2rla8Gpt1diyi6OWX,https://api.spotify.com/v1/audio-analysis/3lClb2rla8Gpt1diyi6OWX,238636.0,4.0,Andrea Bocelli,Le tue parole,
174,0.533,0.431,3.0,-8.044,1.0,0.0314,0.791,5e-05,0.124,0.171,130.12,audio_features,79yazYDja3yh8xhie02VvF,spotify:track:79yazYDja3yh8xhie02VvF,https://api.spotify.com/v1/tracks/79yazYDja3yh8xhie02VvF,https://api.spotify.com/v1/audio-analysis/79yazYDja3yh8xhie02VvF,250547.0,4.0,Andrea Bocelli,Macchine da guerra,
175,0.251,0.662,2.0,-6.455,1.0,0.0472,0.613,0.000371,0.986,0.227,80.633,audio_features,5UTwG4DYWqWkVuvRpUwSmp,spotify:track:5UTwG4DYWqWkVuvRpUwSmp,https://api.spotify.com/v1/tracks/5UTwG4DYWqWkVuvRpUwSmp,https://api.spotify.com/v1/audio-analysis/5UTwG4DYWqWkVuvRpUwSmp,257142.0,3.0,Andrea Bocelli,Miserere,
176,0.251,0.662,2.0,-6.455,1.0,0.0472,0.613,0.000371,0.986,0.227,80.633,audio_features,5UTwG4DYWqWkVuvRpUwSmp,spotify:track:5UTwG4DYWqWkVuvRpUwSmp,https://api.spotify.com/v1/tracks/5UTwG4DYWqWkVuvRpUwSmp,https://api.spotify.com/v1/audio-analysis/5UTwG4DYWqWkVuvRpUwSmp,257142.0,3.0,Andrea Bocelli,Miserere - Live At Night Of The Proms,
177,0.354,0.348,10.0,-7.993,1.0,0.0338,0.75,3.59e-05,0.116,0.157,119.794,audio_features,3dCpO3b97BuaOiNqsxyA4L,spotify:track:3dCpO3b97BuaOiNqsxyA4L,https://api.spotify.com/v1/tracks/3dCpO3b97BuaOiNqsxyA4L,https://api.spotify.com/v1/audio-analysis/3dCpO3b97BuaOiNqsxyA4L,282202.0,4.0,Andrea Bocelli,Per amore,
178,0.286,0.274,5.0,-10.248,1.0,0.0324,0.736,0.388,0.104,0.0684,127.744,audio_features,1lz6LqEMEMLwRkxO8h5c1b,spotify:track:1lz6LqEMEMLwRkxO8h5c1b,https://api.spotify.com/v1/tracks/1lz6LqEMEMLwRkxO8h5c1b,https://api.spotify.com/v1/audio-analysis/1lz6LqEMEMLwRkxO8h5c1b,328637.0,4.0,Andrea Bocelli,Rapsodia,
179,0.349,0.255,5.0,-8.915,1.0,0.0323,0.883,1.69e-06,0.11,0.125,104.446,audio_features,6uOpnY4XH0P0dV8zmt7FvP,spotify:track:6uOpnY4XH0P0dV8zmt7FvP,https://api.spotify.com/v1/tracks/6uOpnY4XH0P0dV8zmt7FvP,https://api.spotify.com/v1/audio-analysis/6uOpnY4XH0P0dV8zmt7FvP,224468.0,4.0,Andrea Bocelli,Romanza,
180,0.418,0.569,4.0,-6.944,1.0,0.0352,0.426,2.04e-06,0.0967,0.24,136.09,audio_features,0vX7MqUYbRU3uvCCZQ9u1h,spotify:track:0vX7MqUYbRU3uvCCZQ9u1h,https://api.spotify.com/v1/tracks/0vX7MqUYbRU3uvCCZQ9u1h,https://api.spotify.com/v1/audio-analysis/0vX7MqUYbRU3uvCCZQ9u1h,242378.0,4.0,Andrea Bocelli,Vivere,
181,0.533,0.456,2.0,-6.392,1.0,0.0265,0.703,0.0,0.18,0.289,136.117,audio_features,6cPLCU7hKjgjvLWzCevl7R,spotify:track:6cPLCU7hKjgjvLWzCevl7R,https://api.spotify.com/v1/tracks/6cPLCU7hKjgjvLWzCevl7R,https://api.spotify.com/v1/audio-analysis/6cPLCU7hKjgjvLWzCevl7R,265585.0,4.0,Andrea Bocelli,Vivo per lei,
182,0.381,0.844,5.0,-7.123,1.0,0.144,0.0131,0.0,0.318,0.239,194.0,audio_features,1MSM3Fo2fvnwVqMcz8Jhjq,spotify:track:1MSM3Fo2fvnwVqMcz8Jhjq,https://api.spotify.com/v1/tracks/1MSM3Fo2fvnwVqMcz8Jhjq,https://api.spotify.com/v1/audio-analysis/1MSM3Fo2fvnwVqMcz8Jhjq,223880.0,4.0,Andrew McMahon in the Wilderness,Cecilia And The Satellite,
183,0.516,0.629,11.0,-6.123,0.0,0.0293,0.571,0.0,0.115,0.346,82.036,audio_features,0QzZUz70NtR6cuKQ8F8mtb,spotify:track:0QzZUz70NtR6cuKQ8F8mtb,https://api.spotify.com/v1/tracks/0QzZUz70NtR6cuKQ8F8mtb,https://api.spotify.com/v1/audio-analysis/0QzZUz70NtR6cuKQ8F8mtb,234387.0,4.0,Andrée Watters,Minuit,
184,0.592,0.741,1.0,-3.792,0.0,0.0842,0.0251,0.0,0.111,0.379,180.038,audio_features,3BtA1koBtnClfirgg4BpjI,spotify:track:3BtA1koBtnClfirgg4BpjI,https://api.spotify.com/v1/tracks/3BtA1koBtnClfirgg4BpjI,https://api.spotify.com/v1/audio-analysis/3BtA1koBtnClfirgg4BpjI,220680.0,4.0,Ansel Elgort,Thief,
185,0.523,0.187,7.0,-20.545,0.0,0.0366,0.976,0.958,0.131,0.689,125.451,audio_features,5W3YpWAPhNAWoKDgPmwROy,spotify:track:5W3YpWAPhNAWoKDgPmwROy,https://api.spotify.com/v1/tracks/5W3YpWAPhNAWoKDgPmwROy,https://api.spotify.com/v1/audio-analysis/5W3YpWAPhNAWoKDgPmwROy,189213.0,4.0,Antonio Vivaldi,"Concerto 'per Maestro dè Morzin' for Bassoon, Strings & Continuo in G Minor, RV. 496: I. Allegro",
186,0.224,0.0222,10.0,-25.814,1.0,0.0431,0.993,0.0317,0.0898,0.175,109.989,audio_features,5J3MeaLkh90A2KWiVGO3Cr,spotify:track:5J3MeaLkh90A2KWiVGO3Cr,https://api.spotify.com/v1/tracks/5J3MeaLkh90A2KWiVGO3Cr,https://api.spotify.com/v1/audio-analysis/5J3MeaLkh90A2KWiVGO3Cr,190293.0,4.0,Antonio Vivaldi,"Concerto 'per Maestro dè Morzin' for Bassoon, Strings & Continuo in G Minor, RV. 496: II. Largo",
187,0.4,0.264,7.0,-17.884,0.0,0.0399,0.965,0.635,0.0853,0.548,167.362,audio_features,1Rz8dQpOiwJxhBsChK9rEj,spotify:track:1Rz8dQpOiwJxhBsChK9rEj,https://api.spotify.com/v1/tracks/1Rz8dQpOiwJxhBsChK9rEj,https://api.spotify.com/v1/audio-analysis/1Rz8dQpOiwJxhBsChK9rEj,211400.0,3.0,Antonio Vivaldi,"Concerto 'per Maestro dè Morzin' for Bassoon, Strings & Continuo in G Minor, RV. 496: III. Allegro",
188,0.521,0.347,2.0,-15.786,1.0,0.0368,0.85,0.64,0.0686,0.727,111.032,audio_features,1w3EO0iMMuBrLRMrhfN4p1,spotify:track:1w3EO0iMMuBrLRMrhfN4p1,https://api.spotify.com/v1/tracks/1w3EO0iMMuBrLRMrhfN4p1,https://api.spotify.com/v1/audio-analysis/1w3EO0iMMuBrLRMrhfN4p1,162893.0,4.0,Antonio Vivaldi,"Concerto for Violin 'in tromba marina', Strings & Continuo in D Major, RV. 221: I. Allegro",
189,0.259,0.0454,9.0,-25.693,1.0,0.0407,0.715,0.634,0.101,0.14,102.625,audio_features,4kC7bzGxfxmC59Ca5l8Nsf,spotify:track:4kC7bzGxfxmC59Ca5l8Nsf,https://api.spotify.com/v1/tracks/4kC7bzGxfxmC59Ca5l8Nsf,https://api.spotify.com/v1/audio-analysis/4kC7bzGxfxmC59Ca5l8Nsf,113880.0,3.0,Antonio Vivaldi,"Concerto for Violin 'in tromba marina', Strings & Continuo in D Major, RV. 221: II. Andante",
190,0.501,0.25,9.0,-16.754,1.0,0.0418,0.85,0.693,0.115,0.605,100.683,audio_features,69Yi4ZIBTrhHJnKRDVCtTA,spotify:track:69Yi4ZIBTrhHJnKRDVCtTA,https://api.spotify.com/v1/tracks/69Yi4ZIBTrhHJnKRDVCtTA,https://api.spotify.com/v1/audio-analysis/69Yi4ZIBTrhHJnKRDVCtTA,170200.0,4.0,Antonio Vivaldi,"Concerto for Violin 'in tromba marina', Strings & Continuo in D Major, RV. 221: III. Allegro",
191,0.53,0.239,2.0,-15.047,1.0,0.0481,0.861,0.514,0.224,0.598,96.25,audio_features,1LR7NZLpuhjTgIwgPWtrS8,spotify:track:1LR7NZLpuhjTgIwgPWtrS8,https://api.spotify.com/v1/tracks/1LR7NZLpuhjTgIwgPWtrS8,https://api.spotify.com/v1/audio-analysis/1LR7NZLpuhjTgIwgPWtrS8,129773.0,4.0,Antonio Vivaldi,"Concerto for Violin 'in tromba marina', Strings & Continuo in G Major, RV. 311: I. Allegro",
192,0.335,0.151,5.0,-17.639,1.0,0.0465,0.847,0.0444,0.195,0.161,85.136,audio_features,2cahuJO249bWzvpiHzgF2z,spotify:track:2cahuJO249bWzvpiHzgF2z,https://api.spotify.com/v1/tracks/2cahuJO249bWzvpiHzgF2z,https://api.spotify.com/v1/audio-analysis/2cahuJO249bWzvpiHzgF2z,336067.0,4.0,Antonio Vivaldi,"The Four Seasons - Autumn in F Major, RV. 293: I. Allegro – Larghetto – Allegro assai/molto",
193,0.277,0.18,7.0,-18.456,0.0,0.0489,0.78,0.00476,0.0761,0.124,147.353,audio_features,61TeCsBeZZrH4IDr9yIvoj,spotify:track:61TeCsBeZZrH4IDr9yIvoj,https://api.spotify.com/v1/tracks/61TeCsBeZZrH4IDr9yIvoj,https://api.spotify.com/v1/audio-analysis/61TeCsBeZZrH4IDr9yIvoj,322493.0,4.0,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: I. Allegro non molto – Allegro",
194,0.34,0.489,7.0,-15.316,1.0,0.0412,0.83,0.91,0.141,0.468,157.024,audio_features,1Ojz92vyPK4fJ5K8RVnV5u,spotify:track:1Ojz92vyPK4fJ5K8RVnV5u,https://api.spotify.com/v1/tracks/1Ojz92vyPK4fJ5K8RVnV5u,https://api.spotify.com/v1/audio-analysis/1Ojz92vyPK4fJ5K8RVnV5u,167880.0,3.0,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",
